x,y
0.63,0.005
0.64,0.005
0.65,0.005
0.66,0.005
0.67,0.005
0.68,0.005
0.6900000000000001,0.005
0.7000000000000001,0.005
0.71,0.005
0.72,0.005
0.73,0.005
0.74,0.005
0.75,0.005
0.76,0.005
0.77,0.005
0.78,0.005
0.79,0.005
0.8,0.005
0.81,0.005
0.8200000000000001,0.005
0.8300000000000001,0.005
0.84,0.005
0.85,0.005
0.86,0.005
0.87,0.005
0.88,0.005
0.89,0.005
0.9,0.005
0.91,0.005
0.92,0.005
0.93,0.005
0.9400000000000001,0.005
0.9500000000000001,0.005
0.96,0.005
0.97,0.005
0.98,0.005
0.99,0.005
0.0,0.01
0.01,0.01
0.02,0.01
0.03,0.01
0.04,0.01
0.05,0.01
0.06,0.01
0.07,0.01
0.08,0.01
0.09,0.01
0.1,0.01
0.11,0.01
0.12,0.01
0.13,0.01
0.14,0.01
0.15,0.01
0.16,0.01
0.17,0.01
0.18,0.01
0.19,0.01
0.2,0.01
0.21,0.01
0.22,0.01
0.23,0.01
0.24,0.01
0.25,0.01
0.26,0.01
0.27,0.01
0.28,0.01
0.29,0.01
0.3,0.01
0.31,0.01
0.32,0.01
0.33,0.01
0.34,0.01
0.35000000000000003,0.01
0.36,0.01
0.37,0.01
0.38,0.01
0.39,0.01
0.4,0.01
0.41000000000000003,0.01
0.42,0.01
0.43,0.01
0.44,0.01
0.45,0.01
0.46,0.01
0.47000000000000003,0.01
0.48,0.01
0.49,0.01
0.5,0.01
0.51,0.01
0.52,0.01
0.53,0.01
0.54,0.01
0.55,0.01
0.56,0.01
0.5700000000000001,0.01
0.58,0.01
0.59,0.01
0.6,0.01
0.61,0.01
0.62,0.01
0.63,0.01
0.64,0.01
0.65,0.01
0.66,0.01
0.67,0.01
0.68,0.01
0.6900000000000001,0.01
0.7000000000000001,0.01
0.71,0.01
0.72,0.01
0.73,0.01
0.74,0.01
0.75,0.01
0.76,0.01
0.77,0.01
0.78,0.01
0.79,0.01
0.8,0.01
0.81,0.01
0.8200000000000001,0.01
0.8300000000000001,0.01
0.84,0.01
0.85,0.01
0.86,0.01
0.87,0.01
0.88,0.01
0.89,0.01
0.9,0.01
0.91,0.01
0.92,0.01
0.93,0.01
0.9400000000000001,0.01
0.9500000000000001,0.01
0.96,0.01
0.97,0.01
0.98,0.01
0.99,0.01
0.0,0.015
0.01,0.015
0.02,0.015
0.03,0.015
0.04,0.015
0.05,0.015
0.06,0.015
0.07,0.015
0.08,0.015
0.09,0.015
0.1,0.015
0.11,0.015
0.12,0.015
0.13,0.015
0.14,0.015
0.15,0.015
0.16,0.015
0.17,0.015
0.18,0.015
0.19,0.015
0.2,0.015
0.21,0.015
0.22,0.015
0.23,0.015
0.24,0.015
0.25,0.015
0.26,0.015
0.27,0.015
0.28,0.015
0.29,0.015
0.3,0.015
0.31,0.015
0.32,0.015
0.33,0.015
0.34,0.015
0.35000000000000003,0.015
0.36,0.015
0.37,0.015
0.38,0.015
0.39,0.015
0.4,0.015
0.41000000000000003,0.015
0.42,0.015
0.43,0.015
0.44,0.015
0.45,0.015
0.46,0.015
0.47000000000000003,0.015
0.48,0.015
0.49,0.015
0.5,0.015
0.51,0.015
0.52,0.015
0.53,0.015
0.54,0.015
0.55,0.015
0.56,0.015
0.5700000000000001,0.015
0.58,0.015
0.59,0.015
0.6,0.015
0.61,0.015
0.62,0.015
0.63,0.015
0.64,0.015
0.65,0.015
0.66,0.015
0.67,0.015
0.68,0.015
0.6900000000000001,0.015
0.7000000000000001,0.015
0.71,0.015
0.72,0.015
0.73,0.015
0.74,0.015
0.75,0.015
0.76,0.015
0.77,0.015
0.78,0.015
0.79,0.015
0.8,0.015
0.81,0.015
0.8200000000000001,0.015
0.8300000000000001,0.015
0.84,0.015
0.85,0.015
0.86,0.015
0.87,0.015
0.88,0.015
0.89,0.015
0.9,0.015
0.91,0.015
0.92,0.015
0.93,0.015
0.9400000000000001,0.015
0.9500000000000001,0.015
0.96,0.015
0.97,0.015
0.98,0.015
0.99,0.015
0.0,0.02
0.01,0.02
0.02,0.02
0.03,0.02
0.04,0.02
0.05,0.02
0.06,0.02
0.07,0.02
0.08,0.02
0.09,0.02
0.1,0.02
0.11,0.02
0.12,0.02
0.13,0.02
0.14,0.02
0.15,0.02
0.16,0.02
0.17,0.02
0.18,0.02
0.19,0.02
0.2,0.02
0.21,0.02
0.22,0.02
0.23,0.02
0.24,0.02
0.25,0.02
0.26,0.02
0.27,0.02
0.28,0.02
0.29,0.02
0.3,0.02
0.31,0.02
0.32,0.02
0.33,0.02
0.34,0.02
0.35000000000000003,0.02
0.36,0.02
0.37,0.02
0.38,0.02
0.39,0.02
0.4,0.02
0.41000000000000003,0.02
0.42,0.02
0.43,0.02
0.44,0.02
0.45,0.02
0.46,0.02
0.47000000000000003,0.02
0.48,0.02
0.49,0.02
0.5,0.02
0.51,0.02
0.52,0.02
0.53,0.02
0.54,0.02
0.55,0.02
0.56,0.02
0.5700000000000001,0.02
0.58,0.02
0.59,0.02
0.6,0.02
0.61,0.02
0.62,0.02
0.63,0.02
0.64,0.02
0.65,0.02
0.66,0.02
0.67,0.02
0.68,0.02
0.6900000000000001,0.02
0.7000000000000001,0.02
0.71,0.02
0.72,0.02
0.73,0.02
0.74,0.02
0.75,0.02
0.76,0.02
0.77,0.02
0.78,0.02
0.79,0.02
0.8,0.02
0.81,0.02
0.8200000000000001,0.02
0.8300000000000001,0.02
0.84,0.02
0.85,0.02
0.86,0.02
0.87,0.02
0.88,0.02
0.89,0.02
0.9,0.02
0.91,0.02
0.92,0.02
0.93,0.02
0.9400000000000001,0.02
0.9500000000000001,0.02
0.96,0.02
0.97,0.02
0.98,0.02
0.99,0.02
0.0,0.025
0.01,0.025
0.02,0.025
0.03,0.025
0.04,0.025
0.05,0.025
0.06,0.025
0.07,0.025
0.08,0.025
0.09,0.025
0.1,0.025
0.11,0.025
0.12,0.025
0.13,0.025
0.14,0.025
0.15,0.025
0.16,0.025
0.17,0.025
0.18,0.025
0.19,0.025
0.2,0.025
0.21,0.025
0.22,0.025
0.23,0.025
0.24,0.025
0.25,0.025
0.26,0.025
0.27,0.025
0.28,0.025
0.29,0.025
0.3,0.025
0.31,0.025
0.32,0.025
0.33,0.025
0.34,0.025
0.35000000000000003,0.025
0.36,0.025
0.37,0.025
0.38,0.025
0.39,0.025
0.4,0.025
0.41000000000000003,0.025
0.42,0.025
0.43,0.025
0.44,0.025
0.45,0.025
0.46,0.025
0.47000000000000003,0.025
0.48,0.025
0.49,0.025
0.5,0.025
0.51,0.025
0.52,0.025
0.53,0.025
0.54,0.025
0.55,0.025
0.56,0.025
0.5700000000000001,0.025
0.58,0.025
0.59,0.025
0.6,0.025
0.61,0.025
0.62,0.025
0.63,0.025
0.64,0.025
0.65,0.025
0.66,0.025
0.67,0.025
0.68,0.025
0.6900000000000001,0.025
0.7000000000000001,0.025
0.71,0.025
0.72,0.025
0.73,0.025
0.74,0.025
0.75,0.025
0.76,0.025
0.77,0.025
0.78,0.025
0.79,0.025
0.8,0.025
0.81,0.025
0.8200000000000001,0.025
0.8300000000000001,0.025
0.84,0.025
0.85,0.025
0.86,0.025
0.87,0.025
0.88,0.025
0.89,0.025
0.9,0.025
0.91,0.025
0.92,0.025
0.93,0.025
0.9400000000000001,0.025
0.9500000000000001,0.025
0.96,0.025
0.97,0.025
0.98,0.025
0.99,0.025
0.0,0.03
0.01,0.03
0.02,0.03
0.03,0.03
0.04,0.03
0.05,0.03
0.06,0.03
0.07,0.03
0.08,0.03
0.09,0.03
0.1,0.03
0.11,0.03
0.12,0.03
0.13,0.03
0.14,0.03
0.15,0.03
0.16,0.03
0.17,0.03
0.18,0.03
0.19,0.03
0.2,0.03
0.21,0.03
0.22,0.03
0.23,0.03
0.24,0.03
0.25,0.03
0.26,0.03
0.27,0.03
0.28,0.03
0.29,0.03
0.3,0.03
0.31,0.03
0.32,0.03
0.33,0.03
0.34,0.03
0.35000000000000003,0.03
0.36,0.03
0.37,0.03
0.38,0.03
0.39,0.03
0.4,0.03
0.41000000000000003,0.03
0.42,0.03
0.43,0.03
0.44,0.03
0.45,0.03
0.46,0.03
0.47000000000000003,0.03
0.48,0.03
0.49,0.03
0.5,0.03
0.51,0.03
0.52,0.03
0.53,0.03
0.54,0.03
0.55,0.03
0.56,0.03
0.5700000000000001,0.03
0.58,0.03
0.59,0.03
0.6,0.03
0.61,0.03
0.62,0.03
0.63,0.03
0.64,0.03
0.65,0.03
0.66,0.03
0.67,0.03
0.68,0.03
0.6900000000000001,0.03
0.7000000000000001,0.03
0.71,0.03
0.72,0.03
0.73,0.03
0.74,0.03
0.75,0.03
0.76,0.03
0.77,0.03
0.78,0.03
0.79,0.03
0.8,0.03
0.81,0.03
0.8200000000000001,0.03
0.8300000000000001,0.03
0.84,0.03
0.85,0.03
0.86,0.03
0.87,0.03
0.88,0.03
0.89,0.03
0.9,0.03
0.91,0.03
0.92,0.03
0.93,0.03
0.9400000000000001,0.03
0.9500000000000001,0.03
0.96,0.03
0.97,0.03
0.98,0.03
0.99,0.03
0.0,0.035
0.01,0.035
0.02,0.035
0.03,0.035
0.04,0.035
0.05,0.035
0.06,0.035
0.07,0.035
0.08,0.035
0.09,0.035
0.1,0.035
0.11,0.035
0.12,0.035
0.13,0.035
0.14,0.035
0.15,0.035
0.16,0.035
0.17,0.035
0.18,0.035
0.19,0.035
0.2,0.035
0.21,0.035
0.22,0.035
0.23,0.035
0.24,0.035
0.25,0.035
0.26,0.035
0.27,0.035
0.28,0.035
0.29,0.035
0.3,0.035
0.31,0.035
0.32,0.035
0.33,0.035
0.34,0.035
0.35000000000000003,0.035
0.36,0.035
0.37,0.035
0.38,0.035
0.39,0.035
0.4,0.035
0.41000000000000003,0.035
0.42,0.035
0.43,0.035
0.44,0.035
0.45,0.035
0.46,0.035
0.47000000000000003,0.035
0.48,0.035
0.49,0.035
0.5,0.035
0.51,0.035
0.52,0.035
0.53,0.035
0.54,0.035
0.55,0.035
0.56,0.035
0.5700000000000001,0.035
0.58,0.035
0.59,0.035
0.6,0.035
0.61,0.035
0.62,0.035
0.63,0.035
0.64,0.035
0.65,0.035
0.66,0.035
0.67,0.035
0.68,0.035
0.6900000000000001,0.035
0.7000000000000001,0.035
0.71,0.035
0.72,0.035
0.73,0.035
0.74,0.035
0.75,0.035
0.76,0.035
0.77,0.035
0.78,0.035
0.79,0.035
0.8,0.035
0.81,0.035
0.8200000000000001,0.035
0.8300000000000001,0.035
0.84,0.035
0.85,0.035
0.86,0.035
0.87,0.035
0.88,0.035
0.89,0.035
0.9,0.035
0.91,0.035
0.92,0.035
0.93,0.035
0.9400000000000001,0.035
0.9500000000000001,0.035
0.96,0.035
0.97,0.035
0.98,0.035
0.99,0.035
0.0,0.04
0.01,0.04
0.02,0.04
0.03,0.04
0.04,0.04
0.05,0.04
0.06,0.04
0.07,0.04
0.08,0.04
0.09,0.04
0.1,0.04
0.11,0.04
0.12,0.04
0.13,0.04
0.14,0.04
0.15,0.04
0.16,0.04
0.17,0.04
0.18,0.04
0.19,0.04
0.2,0.04
0.21,0.04
0.22,0.04
0.23,0.04
0.24,0.04
0.25,0.04
0.26,0.04
0.27,0.04
0.28,0.04
0.29,0.04
0.3,0.04
0.31,0.04
0.32,0.04
0.33,0.04
0.34,0.04
0.35000000000000003,0.04
0.36,0.04
0.37,0.04
0.38,0.04
0.39,0.04
0.4,0.04
0.41000000000000003,0.04
0.42,0.04
0.43,0.04
0.44,0.04
0.45,0.04
0.46,0.04
0.47000000000000003,0.04
0.48,0.04
0.49,0.04
0.5,0.04
0.51,0.04
0.52,0.04
0.53,0.04
0.54,0.04
0.55,0.04
0.56,0.04
0.5700000000000001,0.04
0.58,0.04
0.59,0.04
0.6,0.04
0.61,0.04
0.62,0.04
0.63,0.04
0.64,0.04
0.65,0.04
0.66,0.04
0.67,0.04
0.68,0.04
0.6900000000000001,0.04
0.7000000000000001,0.04
0.71,0.04
0.72,0.04
0.73,0.04
0.74,0.04
0.75,0.04
0.76,0.04
0.77,0.04
0.78,0.04
0.79,0.04
0.8,0.04
0.81,0.04
0.8200000000000001,0.04
0.8300000000000001,0.04
0.84,0.04
0.85,0.04
0.86,0.04
0.87,0.04
0.88,0.04
0.89,0.04
0.9,0.04
0.91,0.04
0.92,0.04
0.93,0.04
0.9400000000000001,0.04
0.9500000000000001,0.04
0.96,0.04
0.97,0.04
0.98,0.04
0.99,0.04
0.0,0.045
0.01,0.045
0.02,0.045
0.03,0.045
0.04,0.045
0.05,0.045
0.06,0.045
0.07,0.045
0.08,0.045
0.09,0.045
0.1,0.045
0.11,0.045
0.12,0.045
0.13,0.045
0.14,0.045
0.15,0.045
0.16,0.045
0.17,0.045
0.18,0.045
0.19,0.045
0.2,0.045
0.21,0.045
0.22,0.045
0.23,0.045
0.24,0.045
0.25,0.045
0.26,0.045
0.27,0.045
0.28,0.045
0.29,0.045
0.3,0.045
0.31,0.045
0.32,0.045
0.33,0.045
0.34,0.045
0.35000000000000003,0.045
0.36,0.045
0.37,0.045
0.38,0.045
0.39,0.045
0.4,0.045
0.41000000000000003,0.045
0.42,0.045
0.43,0.045
0.44,0.045
0.45,0.045
0.46,0.045
0.47000000000000003,0.045
0.48,0.045
0.49,0.045
0.5,0.045
0.51,0.045
0.52,0.045
0.53,0.045
0.54,0.045
0.55,0.045
0.56,0.045
0.5700000000000001,0.045
0.58,0.045
0.59,0.045
0.6,0.045
0.61,0.045
0.62,0.045
0.63,0.045
0.64,0.045
0.65,0.045
0.66,0.045
0.67,0.045
0.68,0.045
0.6900000000000001,0.045
0.7000000000000001,0.045
0.71,0.045
0.72,0.045
0.73,0.045
0.74,0.045
0.75,0.045
0.76,0.045
0.77,0.045
0.78,0.045
0.79,0.045
0.8,0.045
0.81,0.045
0.8200000000000001,0.045
0.8300000000000001,0.045
0.84,0.045
0.85,0.045
0.86,0.045
0.87,0.045
0.88,0.045
0.89,0.045
0.9,0.045
0.91,0.045
0.92,0.045
0.93,0.045
0.9400000000000001,0.045
0.9500000000000001,0.045
0.96,0.045
0.97,0.045
0.98,0.045
0.99,0.045
0.0,0.05
0.01,0.05
0.02,0.05
0.03,0.05
0.04,0.05
0.05,0.05
0.06,0.05
0.07,0.05
0.08,0.05
0.09,0.05
0.1,0.05
0.11,0.05
0.12,0.05
0.13,0.05
0.14,0.05
0.15,0.05
0.16,0.05
0.17,0.05
0.18,0.05
0.19,0.05
0.2,0.05
0.21,0.05
0.22,0.05
0.23,0.05
0.24,0.05
0.25,0.05
0.26,0.05
0.27,0.05
0.28,0.05
0.29,0.05
0.3,0.05
0.31,0.05
0.32,0.05
0.33,0.05
0.34,0.05
0.35000000000000003,0.05
0.36,0.05
0.37,0.05
0.38,0.05
0.39,0.05
0.4,0.05
0.41000000000000003,0.05
0.42,0.05
0.43,0.05
0.44,0.05
0.45,0.05
0.46,0.05
0.47000000000000003,0.05
0.48,0.05
0.49,0.05
0.5,0.05
0.51,0.05
0.52,0.05
0.53,0.05
0.54,0.05
0.55,0.05
0.56,0.05
0.5700000000000001,0.05
0.58,0.05
0.59,0.05
0.6,0.05
0.61,0.05
0.62,0.05
0.63,0.05
0.64,0.05
0.65,0.05
0.66,0.05
0.67,0.05
0.68,0.05
0.6900000000000001,0.05
0.7000000000000001,0.05
0.71,0.05
0.72,0.05
0.73,0.05
0.74,0.05
0.75,0.05
0.76,0.05
0.77,0.05
0.78,0.05
0.79,0.05
0.8,0.05
0.81,0.05
0.8200000000000001,0.05
0.8300000000000001,0.05
0.84,0.05
0.85,0.05
0.86,0.05
0.87,0.05
0.88,0.05
0.89,0.05
0.9,0.05
0.91,0.05
0.92,0.05
0.93,0.05
0.9400000000000001,0.05
0.9500000000000001,0.05
0.96,0.05
0.97,0.05
0.98,0.05
0.99,0.05
0.0,0.055
0.01,0.055
0.02,0.055
0.03,0.055
0.04,0.055
0.05,0.055
0.06,0.055
0.07,0.055
0.08,0.055
0.09,0.055
0.1,0.055
0.11,0.055
0.12,0.055
0.13,0.055
0.14,0.055
0.15,0.055
0.16,0.055
0.17,0.055
0.18,0.055
0.19,0.055
0.2,0.055
0.21,0.055
0.22,0.055
0.23,0.055
0.24,0.055
0.25,0.055
0.26,0.055
0.27,0.055
0.28,0.055
0.29,0.055
0.3,0.055
0.31,0.055
0.32,0.055
0.33,0.055
0.34,0.055
0.35000000000000003,0.055
0.36,0.055
0.37,0.055
0.38,0.055
0.39,0.055
0.4,0.055
0.41000000000000003,0.055
0.42,0.055
0.43,0.055
0.44,0.055
0.45,0.055
0.46,0.055
0.47000000000000003,0.055
0.48,0.055
0.49,0.055
0.5,0.055
0.51,0.055
0.52,0.055
0.53,0.055
0.54,0.055
0.55,0.055
0.56,0.055
0.5700000000000001,0.055
0.58,0.055
0.59,0.055
0.6,0.055
0.61,0.055
0.62,0.055
0.63,0.055
0.64,0.055
0.65,0.055
0.66,0.055
0.67,0.055
0.68,0.055
0.6900000000000001,0.055
0.7000000000000001,0.055
0.71,0.055
0.72,0.055
0.73,0.055
0.74,0.055
0.75,0.055
0.76,0.055
0.77,0.055
0.78,0.055
0.79,0.055
0.8,0.055
0.81,0.055
0.8200000000000001,0.055
0.8300000000000001,0.055
0.84,0.055
0.85,0.055
0.86,0.055
0.87,0.055
0.88,0.055
0.89,0.055
0.9,0.055
0.91,0.055
0.92,0.055
0.93,0.055
0.9400000000000001,0.055
0.9500000000000001,0.055
0.96,0.055
0.97,0.055
0.98,0.055
0.99,0.055
0.0,0.06
0.01,0.06
0.02,0.06
0.03,0.06
0.04,0.06
0.05,0.06
0.06,0.06
0.07,0.06
0.08,0.06
0.09,0.06
0.1,0.06
0.11,0.06
0.12,0.06
0.13,0.06
0.14,0.06
0.15,0.06
0.16,0.06
0.17,0.06
0.18,0.06
0.19,0.06
0.2,0.06
0.21,0.06
0.22,0.06
0.23,0.06
0.24,0.06
0.25,0.06
0.26,0.06
0.27,0.06
0.28,0.06
0.29,0.06
0.3,0.06
0.31,0.06
0.32,0.06
0.33,0.06
0.34,0.06
0.35000000000000003,0.06
0.36,0.06
0.37,0.06
0.38,0.06
0.39,0.06
0.4,0.06
0.41000000000000003,0.06
0.42,0.06
0.43,0.06
0.44,0.06
0.45,0.06
0.46,0.06
0.47000000000000003,0.06
0.48,0.06
0.49,0.06
0.5,0.06
0.51,0.06
0.52,0.06
0.53,0.06
0.54,0.06
0.55,0.06
0.56,0.06
0.5700000000000001,0.06
0.58,0.06
0.59,0.06
0.6,0.06
0.61,0.06
0.62,0.06
0.63,0.06
0.64,0.06
0.65,0.06
0.66,0.06
0.67,0.06
0.68,0.06
0.6900000000000001,0.06
0.7000000000000001,0.06
0.71,0.06
0.72,0.06
0.73,0.06
0.74,0.06
0.75,0.06
0.76,0.06
0.77,0.06
0.78,0.06
0.79,0.06
0.8,0.06
0.81,0.06
0.8200000000000001,0.06
0.8300000000000001,0.06
0.84,0.06
0.85,0.06
0.86,0.06
0.87,0.06
0.88,0.06
0.89,0.06
0.9,0.06
0.91,0.06
0.92,0.06
0.93,0.06
0.9400000000000001,0.06
0.9500000000000001,0.06
0.96,0.06
0.97,0.06
0.98,0.06
0.99,0.06
0.0,0.065
0.01,0.065
0.02,0.065
0.03,0.065
0.04,0.065
0.05,0.065
0.06,0.065
0.07,0.065
0.08,0.065
0.09,0.065
0.1,0.065
0.11,0.065
0.12,0.065
0.13,0.065
0.14,0.065
0.15,0.065
0.16,0.065
0.17,0.065
0.18,0.065
0.19,0.065
0.2,0.065
0.21,0.065
0.22,0.065
0.23,0.065
0.24,0.065
0.25,0.065
0.26,0.065
0.27,0.065
0.28,0.065
0.29,0.065
0.3,0.065
0.31,0.065
0.32,0.065
0.33,0.065
0.34,0.065
0.35000000000000003,0.065
0.36,0.065
0.37,0.065
0.38,0.065
0.39,0.065
0.4,0.065
0.41000000000000003,0.065
0.42,0.065
0.43,0.065
0.44,0.065
0.45,0.065
0.46,0.065
0.47000000000000003,0.065
0.48,0.065
0.49,0.065
0.5,0.065
0.51,0.065
0.52,0.065
0.53,0.065
0.54,0.065
0.55,0.065
0.56,0.065
0.5700000000000001,0.065
0.58,0.065
0.59,0.065
0.6,0.065
0.61,0.065
0.62,0.065
0.63,0.065
0.64,0.065
0.65,0.065
0.66,0.065
0.67,0.065
0.68,0.065
0.6900000000000001,0.065
0.7000000000000001,0.065
0.71,0.065
0.72,0.065
0.73,0.065
0.74,0.065
0.75,0.065
0.76,0.065
0.77,0.065
0.78,0.065
0.79,0.065
0.8,0.065
0.81,0.065
0.8200000000000001,0.065
0.8300000000000001,0.065
0.84,0.065
0.85,0.065
0.86,0.065
0.87,0.065
0.88,0.065
0.89,0.065
0.9,0.065
0.91,0.065
0.92,0.065
0.93,0.065
0.9400000000000001,0.065
0.9500000000000001,0.065
0.96,0.065
0.97,0.065
0.98,0.065
0.99,0.065
0.0,0.07
0.01,0.07
0.02,0.07
0.03,0.07
0.04,0.07
0.05,0.07
0.06,0.07
0.07,0.07
0.08,0.07
0.09,0.07
0.1,0.07
0.11,0.07
0.12,0.07
0.13,0.07
0.14,0.07
0.15,0.07
0.16,0.07
0.17,0.07
0.18,0.07
0.19,0.07
0.2,0.07
0.21,0.07
0.22,0.07
0.23,0.07
0.24,0.07
0.25,0.07
0.26,0.07
0.27,0.07
0.28,0.07
0.29,0.07
0.3,0.07
0.31,0.07
0.32,0.07
0.33,0.07
0.34,0.07
0.35000000000000003,0.07
0.36,0.07
0.37,0.07
0.38,0.07
0.39,0.07
0.4,0.07
0.41000000000000003,0.07
0.42,0.07
0.43,0.07
0.44,0.07
0.45,0.07
0.46,0.07
0.47000000000000003,0.07
0.48,0.07
0.49,0.07
0.5,0.07
0.51,0.07
0.52,0.07
0.53,0.07
0.54,0.07
0.55,0.07
0.56,0.07
0.5700000000000001,0.07
0.58,0.07
0.59,0.07
0.6,0.07
0.61,0.07
0.62,0.07
0.63,0.07
0.64,0.07
0.65,0.07
0.66,0.07
0.67,0.07
0.68,0.07
0.6900000000000001,0.07
0.7000000000000001,0.07
0.71,0.07
0.72,0.07
0.73,0.07
0.74,0.07
0.75,0.07
0.76,0.07
0.77,0.07
0.78,0.07
0.79,0.07
0.8,0.07
0.81,0.07
0.8200000000000001,0.07
0.8300000000000001,0.07
0.84,0.07
0.85,0.07
0.86,0.07
0.87,0.07
0.88,0.07
0.89,0.07
0.9,0.07
0.91,0.07
0.92,0.07
0.93,0.07
0.9400000000000001,0.07
0.9500000000000001,0.07
0.96,0.07
0.97,0.07
0.98,0.07
0.99,0.07
0.0,0.075
0.01,0.075
0.02,0.075
0.03,0.075
0.04,0.075
0.05,0.075
0.06,0.075
0.07,0.075
0.08,0.075
0.09,0.075
0.1,0.075
0.11,0.075
0.12,0.075
0.13,0.075
0.14,0.075
0.15,0.075
0.16,0.075
0.17,0.075
0.18,0.075
0.19,0.075
0.2,0.075
0.21,0.075
0.22,0.075
0.23,0.075
0.24,0.075
0.25,0.075
0.26,0.075
0.27,0.075
0.28,0.075
0.29,0.075
0.3,0.075
0.31,0.075
0.32,0.075
0.33,0.075
0.34,0.075
0.35000000000000003,0.075
0.36,0.075
0.37,0.075
0.38,0.075
0.39,0.075
0.4,0.075
0.41000000000000003,0.075
0.42,0.075
0.43,0.075
0.44,0.075
0.45,0.075
0.46,0.075
0.47000000000000003,0.075
0.48,0.075
0.49,0.075
0.5,0.075
0.51,0.075
0.52,0.075
0.53,0.075
0.54,0.075
0.55,0.075
0.56,0.075
0.5700000000000001,0.075
0.58,0.075
0.59,0.075
0.6,0.075
0.61,0.075
0.62,0.075
0.63,0.075
0.64,0.075
0.65,0.075
0.66,0.075
0.67,0.075
0.68,0.075
0.6900000000000001,0.075
0.7000000000000001,0.075
0.71,0.075
0.72,0.075
0.73,0.075
0.74,0.075
0.75,0.075
0.76,0.075
0.77,0.075
0.78,0.075
0.79,0.075
0.8,0.075
0.81,0.075
0.8200000000000001,0.075
0.8300000000000001,0.075
0.84,0.075
0.85,0.075
0.86,0.075
0.87,0.075
0.88,0.075
0.89,0.075
0.9,0.075
0.91,0.075
0.92,0.075
0.93,0.075
0.9400000000000001,0.075
0.9500000000000001,0.075
0.96,0.075
0.97,0.075
0.98,0.075
0.99,0.075
0.0,0.08
0.01,0.08
0.02,0.08
0.03,0.08
0.04,0.08
0.05,0.08
0.06,0.08
0.07,0.08
0.08,0.08
0.09,0.08
0.1,0.08
0.11,0.08
0.12,0.08
0.13,0.08
0.14,0.08
0.15,0.08
0.16,0.08
0.17,0.08
0.18,0.08
0.19,0.08
0.2,0.08
0.21,0.08
0.22,0.08
0.23,0.08
0.24,0.08
0.25,0.08
0.26,0.08
0.27,0.08
0.28,0.08
0.29,0.08
0.3,0.08
0.31,0.08
0.32,0.08
0.33,0.08
0.34,0.08
0.35000000000000003,0.08
0.36,0.08
0.37,0.08
0.38,0.08
0.39,0.08
0.4,0.08
0.41000000000000003,0.08
0.42,0.08
0.43,0.08
0.44,0.08
0.45,0.08
0.46,0.08
